tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
ò-giô-tsí,愛玉子,16,ò-giô-chí,o3gio5tsi2,o3gio5chi2,ogiotsi,ogiochi,ogt,ogc
gōng-gōng-tsháu,戇戇草,16,gōng-gōng-chháu,gong7gong7tshau2,gong7gong7chhau2,gonggongtshau,gonggongchhau,ggt,ggc
phah-bóo-tshài,打妻菜,16,phah-bó͘-chhài,phah1boo2tshai3,phah1boo2chhai3,phahbootshai,phahboochhai,pbt,pbc
khînn-piah-tîn,扲壁藤,16,khîⁿ-piah-tîn,khinn5piah1tin5,khinn5piah1tin5,khinnpiahtin,khinnpiahtin,kpt,kpt
hû-song-hue,扶桑花,16,hû-song-hoe,hu5song1hue1,hu5song1hoe1,husonghue,husonghoe,hsh,hsh
liam-la̍t-á,拈力仔,16,liam-la̍t-á,liam1lat8a2,liam1lat8a2,liamlata,liamlata,lla,lla
tsńg-kah-hue,指甲花,16,chńg-kah-hoe,tsng2kah1hue1,chng2kah1hoe1,tsngkahhue,chngkahhoe,tkh,ckh
sàu-tshiú-tsháu,掃箒草,16,sàu-chhiú-chháu,sau3tshiu2tshau2,sau3chhiu2chhau2,sautshiutshau,sauchhiuchhau,stt,scc
tuah-phīnn-tsháu,掇鼻草,16,toah-phīⁿ-chháu,tuah1phinn7tshau2,toah1phinn7chhau2,tuahphinntshau,toahphinnchhau,tpt,tpc
tsiap-kut-tang,接骨筒,16,chiap-kut-tang,tsiap1kut1tang1,chiap1kut1tang1,tsiapkuttang,chiapkuttang,tkt,ckt
tsiap-kut-tsháu,接骨草,16,chiap-kut-chháu,tsiap1kut1tshau2,chiap1kut1chhau2,tsiapkuttshau,chiapkutchhau,tkt,ckc
tah-bah-tshì,搭肉刺,16,tah-bah-chhì,tah1bah1tshi3,tah1bah1chhi3,tahbahtshi,tahbahchhi,tbt,tbc
tshuah-phīnn-tsháu,擦鼻草,16,chhoah-phīⁿ-chháu,tshuah1phinn7tshau2,chhoah1phinn7chhau2,tshuahphinntshau,chhoahphinnchhau,tpt,cpc
bûn-tsu-lân,文珠蘭,16,bûn-chu-lân,bun5tsu1lan5,bun5chu1lan5,buntsulan,bunchulan,btl,bcl
bûn-thâu-ké,文頭菓,16,bûn-thâu-ké,bun5thau5ke2,bun5thau5ke2,bunthauke,bunthauke,btk,btk
ji̍t-ji̍t-tshun,日日春,16,ji̍t-ji̍t-chhun,jit8jit8tshun1,jit8jit8chhun1,jitjittshun,jitjitchhun,jjt,jjc
tsá-liân-tsháu,早蓮草,16,chá-liân-chháu,tsa2lian5tshau2,cha2lian5chhau2,tsaliantshau,chalianchhau,tlt,clc
ge̍h-lâi-hiong,月來香,16,ge̍h-lâi-hiong,geh8lai5hiong1,geh8lai5hiong1,gehlaihiong,gehlaihiong,glh,glh
ba̍k-lông-tshiū,木浪樹,16,ba̍k-lông-chhiū,bak8long5tshiu7,bak8long5chhiu7,baklongtshiu,baklongchhiu,blt,blc
bo̍k-tsi̍k-tsháu,木賊草,16,bo̍k-che̍k-chháu,bok8tsik8tshau2,bok8chek8chhau2,boktsiktshau,bokchekchhau,btt,bcc
bo̍k-muâ-hông,木麻黃,16,bo̍k-môa-hông,bok8mua5hong5,bok8moa5hong5,bokmuahong,bokmoahong,bmh,bmh
bo̍k-pih-tsú,木鼈子,16,bo̍k-pih-chú,bok8pih1tsu2,bok8pih1chu2,bokpihtsu,bokpihchu,bpt,bpc
tsu-tsú-tsháu,朱子草,16,chu-chú-chháu,tsu1tsu2tshau2,chu1chu2chhau2,tsutsutshau,chuchuchhau,ttt,ccc
phoh-á-tsháu,朴仔草,16,phoh-á-chháu,phoh1a2tshau2,phoh1a2chhau2,phohatshau,phohachhau,pat,pac
kuann-á-phê,杆仔皮,16,koaⁿ-á-phê,kuann1a2phe5,koann1a2phe5,kuannaphe,koannaphe,kap,kap
tōo-bi̍t-tshiū,杜蜜樹,16,tō͘-bi̍t-chhiū,too7bit8tshiu7,too7bit8chhiu7,toobittshiu,toobitchhiu,tbt,tbc
siông-lô-tōo,松蘿杜,16,siông-lô-tō͘,siong5lo5too7,siong5lo5too7,sionglotoo,sionglotoo,slt,slt
nâ-tâu-koo,林投菰,16,nâ-tâu-ko͘,na5tau5koo1,na5tau5koo1,nataukoo,nataukoo,ntk,ntk
koo-lí-tin,枯里珍,16,ko͘-lí-tin,koo1li2tin1,koo1li2tin1,koolitin,koolitin,klt,klt
khīng-á-tshiū,柏仔樹,16,khēng-á-chhiū,khing7a2tshiu7,kheng7a2chhiu7,khingatshiu,khengachhiu,kat,kac
liú-á-hông,柳仔黃,16,liú-á-hông,liu2a2hong5,liu2a2hong5,liuahong,liuahong,lah,lah
liú-hio̍h-kiô,柳葉茄,16,liú-hio̍h-kiô,liu2hioh8kio5,liu2hioh8kio5,liuhiohkio,liuhiohkio,lhk,lhk
tshâ-tsńg-kah,柴指甲,16,chhâ-chńg-kah,tsha5tsng2kah1,chha5chng2kah1,tshatsngkah,chhachngkah,ttk,cck
khī-kôo-bo̍k,柿糊木,16,khī-kô͘-bo̍k,khi7koo5bok8,khi7koo5bok8,khikoobok,khikoobok,kkb,kkb
tshe-thâu-hîng,栖頭恒,16,chhe-thâu-hêng,tshe1thau5hing5,chhe1thau5heng5,tshethauhing,chhethauheng,tth,cth
kuì-tik-á,桂竹仔,16,kùi-tek-á,kui3tik1a2,kui3tek1a2,kuitika,kuiteka,kta,kta
tông-tsi-tshiū,桐子樹,16,tông-chi-chhiū,tong5tsi1tshiu7,tong5chi1chhiu7,tongtsitshiu,tongchichhiu,ttt,tcc
tông-tsí-tshiū,桐子樹,16,tông-chí-chhiū,tong5tsi2tshiu7,tong5chi2chhiu7,tongtsitshiu,tongchichhiu,ttt,tcc
sng-tsâi-á,桑材仔,16,sng-châi-á,sng1tsai5a2,sng1chai5a2,sngtsaia,sngchaia,sta,sca
tháng-kau-tîn,桶鈎藤,16,tháng-kau-tîn,thang2kau1tin5,thang2kau1tin5,thangkautin,thangkautin,tkt,tkt
kak-á-tik,桷仔竹,16,kak-á-tek,kak1a2tik1,kak1a2tek1,kakatik,kakatek,kat,kat
iûnn-muî-thô,楊梅桃,16,iûⁿ-mûi-thô,iunn5mui5tho5,iunn5mui5tho5,iunnmuitho,iunnmuitho,imt,imt
se-tsí-á,樨枳仔,16,se-chí-á,se1tsi2a2,se1chi2a2,setsia,sechia,sta,sca
tshiū-tsí-á,樹子仔,16,chhiū-chí-á,tshiu7tsi2a2,chhiu7chi2a2,tshiutsia,chhiuchia,tta,cca
tshiū-tsháu-liân,樹草蓮,16,chhiū-chháu-liân,tshiu7tshau2lian5,chhiu7chhau2lian5,tshiutshaulian,chhiuchhaulian,ttl,ccl
lám-jîn-kū,欖仁舅,16,lám-jîn-kū,lam2jin5ku7,lam2jin5ku7,lamjinku,lamjinku,ljk,ljk
bú-hia-tîn,武靴藤,16,bú-hia-tîn,bu2hia1tin5,bu2hia1tin5,buhiatin,buhiatin,bht,bht
mn̂g-tsiong-kun,毛將軍,16,mn̂g-chiong-kun,mng5tsiong1kun1,mng5chiong1kun1,mngtsiongkun,mngchiongkun,mtk,mck
mô-khī-keh,毛柿格,16,mô-khī-keh,mo5khi7keh1,mo5khi7keh1,mokhikeh,mokhikeh,mkk,mkk
tsuí-ting-hiunn,水丁香,16,chúi-teng-hiuⁿ,tsui2ting1hiunn1,chui2teng1hiunn1,tsuitinghiunn,chuitenghiunn,tth,cth
tsuí-ting-hông,水丁黃,16,chúi-teng-hông,tsui2ting1hong5,chui2teng1hong5,tsuitinghong,chuitenghong,tth,cth
tsuí-sian-hue,水仙花,16,chúi-sian-hoe,tsui2sian1hue1,chui2sian1hoe1,tsuisianhue,chuisianhoe,tsh,csh
tsuí-tang-kue,水冬瓜,16,chúi-tang-koe,tsui2tang1kue1,chui2tang1koe1,tsuitangkue,chuitangkoe,ttk,ctk
tsuí-to-nî,水刀連,16,chúi-to-nî,tsui2to1ni5,chui2to1ni5,tsuitoni,chuitoni,ttn,ctn
tsuí-kho-á,水柯仔,16,chúi-kho-á,tsui2kho1a2,chui2kho1a2,tsuikhoa,chuikhoa,tka,cka
tsuí-liú-á,水柳仔,16,chúi-liú-á,tsui2liu2a2,chui2liu2a2,tsuiliua,chuiliua,tla,cla
tsuí-liú-kho,水柳柯,16,chúi-liú-kho,tsui2liu2kho1,chui2liu2kho1,tsuiliukho,chuiliukho,tlk,clk
tsuí-kang-lîng,水江龍,16,chúi-kang-lêng,tsui2kang1ling5,chui2kang1leng5,tsuikangling,chuikangleng,tkl,ckl
tsuí-liû-kho,水流柯,16,chúi-liû-kho,tsui2liu5kho1,chui2liu5kho1,tsuiliukho,chuiliukho,tlk,clk
tsuí-pit-á,水筆仔,16,chúi-pit-á,tsui2pit1a2,chui2pit1a2,tsuipita,chuipita,tpa,cpa
tsuí-kóng-sim,水管心,16,chúi-kóng-sim,tsui2kong2sim1,chui2kong2sim1,tsuikongsim,chuikongsim,tks,cks
tsuí-khûn-tshài,水芹菜,16,chúi-khûn-chhài,tsui2khun5tshai3,chui2khun5chhai3,tsuikhuntshai,chuikhunchhai,tkt,ckc
tsuí-khûn-tshái,水芹菜,16,chúi-khûn-chhái,tsui2khun5tshai2,chui2khun5chhai2,tsuikhuntshai,chuikhunchhai,tkt,ckc
tsuí-ka-tang,水茄苳,16,chúi-ka-tang,tsui2ka1tang1,chui2ka1tang1,tsuikatang,chuikatang,tkt,ckt
tsuí-láu-tsháu,水荖草,16,chúi-láu-chháu,tsui2lau2tshau2,chui2lau2chhau2,tsuilautshau,chuilauchhau,tlt,clc
tsuí-liân-hue,水蓮花,16,chúi-liân-hoe,tsui2lian5hue1,chui2lian5hoe1,tsuilianhue,chuilianhoe,tlh,clh
tsuí-lôo-tik,水蘆竹,16,chúi-lô͘-tek,tsui2loo5tik1,chui2loo5tek1,tsuilootik,chuilootek,tlt,clt
tsuí-kòng-á,水貢仔,16,chúi-kòng-á,tsui2kong3a2,chui2kong3a2,tsuikonga,chuikonga,tka,cka
tsuí-tsha̍t-á,水賊仔,16,chúi-chha̍t-á,tsui2tshat8a2,chui2chhat8a2,tsuitshata,chuichhata,tta,cca
tsuí-kim-tiānn,水金定,16,chúi-kim-tiāⁿ,tsui2kim1tiann7,chui2kim1tiann7,tsuikimtiann,chuikimtiann,tkt,ckt
tsiú-gím-hue,水錦花,16,chiú-gím-hoe,tsiu2gim2hue1,chiu2gim2hoe1,tsiugimhue,chiugimhoe,tgh,cgh
tsuí-hûn-á,水魂仔,16,chúi-hûn-á,tsui2hun5a2,chui2hun5a2,tsuihuna,chuihuna,tha,cha
tsuí-kue-iû,水鷄油,16,chúi-koe-iû,tsui2kue1iu5,chui2koe1iu5,tsuikueiu,chuikoeiu,tki,cki
tsuí-iâm-sng,水鹽酸,16,chúi-iâm-sng,tsui2iam5sng1,chui2iam5sng1,tsuiiamsng,chuiiamsng,tis,cis
iû-tông-tshiū,油桐樹,16,iû-tông-chhiū,iu5tong5tshiu7,iu5tong5chhiu7,iutongtshiu,iutongchhiu,itt,itc
iû-tê-tshiū,油茶樹,16,iû-tê-chhiū,iu5te5tshiu7,iu5te5chhiu7,iutetshiu,iutechhiu,itt,itc
iû-hio̍h-lâm,油葉楠,16,iû-hio̍h-lâm,iu5hioh8lam5,iu5hioh8lam5,iuhiohlam,iuhiohlam,ihl,ihl
iû-hio̍h-tê,油葉茶,16,iû-hio̍h-tê,iu5hioh8te5,iu5hioh8te5,iuhiohte,iuhiohte,iht,iht
pho-lô-bi̍t,波羅蜜,16,pho-lô-bi̍t,pho1lo5bit8,pho1lo5bit8,pholobit,pholobit,plb,plb
hái-poo-kiunn,海埔姜,16,hái-po͘-kiuⁿ,hai2poo1kiunn1,hai2poo1kiunn1,haipookiunn,haipookiunn,hpk,hpk
hái-lâi-kam,海梨柑,16,hái-lâi-kam,hai2lai5kam1,hai2lai5kam1,hailaikam,hailaikam,hlk,hlk
hái-suāinn-á,海檨仔,16,hái-soāiⁿ-á,hai2suainn7a2,hai2soainn7a2,haisuainna,haisoainna,hsa,hsa
hái-iông-phoo,海洋波,16,hái-iông-pho͘,hai2iong5phoo1,hai2iong5phoo1,haiiongphoo,haiiongphoo,hip,hip
hái-ka-tang,海茄苳,16,hái-ka-tang,hai2ka1tang1,hai2ka1tang1,haikatang,haikatang,hkt,hkt
hái-ka-tîn,海茄藤,16,hái-ka-tîn,hai2ka1tin5,hai2ka1tin5,haikatin,haikatin,hkt,hkt
tshing-bîng-tsháu,清明草,16,chheng-bêng-chháu,tshing1bing5tshau2,chheng1beng5chhau2,tshingbingtshau,chhengbengchhau,tbt,cbc
un-tsiu-sam,溫州杉,16,un-chiu-sam,un1tsiu1sam1,un1chiu1sam1,untsiusam,unchiusam,uts,ucs
muá-thian-sing,滿天星,16,móa-thian-seng,mua2thian1sing1,moa2thian1seng1,muathiansing,moathianseng,mts,mts
muá-suann-âng,滿山紅,16,móa-soaⁿ-âng,mua2suann1ang5,moa2soann1ang5,muasuannang,moasoannang,msa,msa
tshat-tshit-tshiū,漆七樹,16,chhat-chhit-chhiū,tshat1tshit1tshiu7,chhat1chhit1chhiu7,tshattshittshiu,chhatchhitchhiu,ttt,ccc
tsiunn-linn-á,漿乳仔,16,chiuⁿ-liⁿ-á,tsiunn1linn1a2,chiunn1linn1a2,tsiunnlinna,chiunnlinna,tla,cla
siap-á-tshiū,澁仔樹,16,siap-á-chhiū,siap1a2tshiu7,siap1a2chhiu7,siapatshiu,siapachhiu,sat,sac
te̍k-lân-tsháu,澤蘭草,16,te̍k-lân-chháu,tek8lan5tshau2,tek8lan5chhau2,teklantshau,teklanchhau,tlt,tlc
hé-sio-kua,火燒柯,16,hé-sio-koa,he2sio1kua1,he2sio1koa1,hesiokua,hesiokoa,hsk,hsk
hé-kn̂g-tik,火管竹,16,hé-kn̂g-tek,he2kng5tik1,he2kng5tek1,hekngtik,hekngtek,hkt,hkt
phàu-á-tsháu,炮仔草,16,phàu-á-chháu,phau3a2tshau2,phau3a2chhau2,phauatshau,phauachhau,pat,pac
uî-hōo-sian,為候仙,16,ûi-hō͘-sian,ui5hoo7sian1,ui5hoo7sian1,uihoosian,uihoosian,uhs,uhs
oo-á-tshài,烏仔菜,16,o͘-á-chhài,oo1a2tshai3,oo1a2chhai3,ooatshai,ooachhai,oat,oac
oo-tshì-á,烏刺仔,16,o͘-chhì-á,oo1tshi3a2,oo1chhi3a2,ootshia,oochhia,ota,oca
oo-tshì-kiô,烏刺茄,16,o͘-chhì-kiô,oo1tshi3kio5,oo1chhi3kio5,ootshikio,oochhikio,otk,ock
oo-tsí-kiô,烏子茄,16,o͘-chí-kiô,oo1tsi2kio5,oo1chi2kio5,ootsikio,oochikio,otk,ock
oo-sim-tsio̍h,烏心石,16,o͘-sim-chio̍h,oo1sim1tsioh8,oo1sim1chioh8,oosimtsioh,oosimchioh,ost,osc
oo-tshâi-á,烏材仔,16,o͘-chhâi-á,oo1tshai5a2,oo1chhai5a2,ootshaia,oochhaia,ota,oca
oo-tshâi-khī,烏材柿,16,o͘-chhâi-khī,oo1tshai5khi7,oo1chhai5khi7,ootshaikhi,oochhaikhi,otk,ock
oo-kam-á,烏柑仔,16,o͘-kam-á,oo1kam1a2,oo1kam1a2,ookama,ookama,oka,oka
oo-hun-hue,烏煙花,16,o͘-hun-hoe,oo1hun1hue1,oo1hun1hoe1,oohunhue,oohunhoe,ohh,ohh
oo-tinn-á,烏甜仔,16,o͘-tiⁿ-á,oo1tinn1a2,oo1tinn1a2,ootinna,ootinna,ota,ota
oo-tshân-oo,烏田烏,16,o͘-chhân-o͘,oo1tshan5oo1,oo1chhan5oo1,ootshanoo,oochhanoo,oto,oco
oo-phê-tê,烏皮茶,16,o͘-phê-tê,oo1phe5te5,oo1phe5te5,oophete,oophete,opt,opt
oo-tik-á,烏竹仔,16,o͘-tek-á,oo1tik1a2,oo1tek1a2,ootika,ooteka,ota,ota
oo-hio̍h-iū,烏葉柚,16,o͘-hio̍h-iū,oo1hioh8iu7,oo1hioh8iu7,oohiohiu,oohiohiu,ohi,ohi
oo-kue-bú,烏雞母,16,o͘-koe-bú,oo1kue1bu2,oo1koe1bu2,ookuebu,ookoebu,okb,okb
oo-bīn-bé,烏面馬,16,o͘-bīn-bé,oo1bin7be2,oo1bin7be2,oobinbe,oobinbe,obb,obb
oo-hî-hue,烏魚花,16,o͘-hî-hoe,oo1hi5hue1,oo1hi5hoe1,oohihue,oohihoe,ohh,ohh
oo-kue-kut,烏鷄骨,16,o͘-koe-kut,oo1kue1kut1,oo1koe1kut1,ookuekut,ookoekut,okk,okk
bô-kun-tsháu,無根草,16,bô-kun-chháu,bo5kun1tshau2,bo5kun1chhau2,bokuntshau,bokunchhau,bkt,bkc
bû-hua-kô,無花果,16,bû-hoa-kô,bu5hua1ko5,bu5hoa1ko5,buhuako,buhoako,bhk,bhk
bô-thâu-hiunn,無頭香,16,bô-thâu-hiuⁿ,bo5thau5hiunn1,bo5thau5hiunn1,bothauhiunn,bothauhiunn,bth,bth
ting-á-tsháu,燈仔草,16,teng-á-chháu,ting1a2tshau2,teng1a2chhau2,tingatshau,tengachhau,tat,tac
ting-sim-tsháu,燈心草,16,teng-sim-chháu,ting1sim1tshau2,teng1sim1chhau2,tingsimtshau,tengsimchhau,tst,tsc
ting-phing-á,燈秤仔,16,teng-pheng-á,ting1phing1a2,teng1pheng1a2,tingphinga,tengphenga,tpa,tpa
ting-phîng-hue,燈秤花,16,teng-phêng-hoe,ting1phing5hue1,teng1pheng5hoe1,tingphinghue,tengphenghoe,tph,tph
ting-tshing-hue,燈稱花,16,teng-chheng-hoe,ting1tshing1hue1,teng1chheng1hoe1,tingtshinghue,tengchhenghoe,tth,tch
nuānn-sim-bo̍k,爛心木,16,nōaⁿ-sim-bo̍k,nuann7sim1bok8,noann7sim1bok8,nuannsimbok,noannsimbok,nsb,nsb
gû-lin-pông,牛乳房,16,gû-lin-pông,gu5lin1pong5,gu5lin1pong5,gulinpong,gulinpong,glp,glp
gû-lin-tshiū,牛乳樹,16,gû-lin-chhiū,gu5lin1tshiu7,gu5lin1chhiu7,gulintshiu,gulinchhiu,glt,glc
gû-sái-tê,牛屎茶,16,gû-sái-tê,gu5sai2te5,gu5sai2te5,gusaite,gusaite,gst,gst
giû-sim-lâi,牛心梨,16,giû-sim-lâi,giu5sim1lai5,giu5sim1lai5,giusimlai,giusimlai,gsl,gsl
gû-kak-uai,牛角歪,16,gû-kak-oai,gu5kak1uai1,gu5kak1oai1,gukakuai,gukakoai,gku,gko
gû-kak-hue,牛角花,16,gû-kak-hoe,gu5kak1hue1,gu5kak1hoe1,gukakhue,gukakhoe,gkh,gkh
gû-tùn-tsháu,牛頓草,16,gû-tùn-chháu,gu5tun3tshau2,gu5tun3chhau2,gutuntshau,gutunchhau,gtt,gtc
gû-kut-á,牛骨仔,16,gû-kut-á,gu5kut1a2,gu5kut1a2,gukuta,gukuta,gka,gka
gû-tsang-tshì,牛鬃刺,16,gû-chang-chhì,gu5tsang1tshi3,gu5chang1chhi3,gutsangtshi,guchangchhi,gtt,gcc
luê-piah-tshì,犁壁刺,16,lôe-piah-chhì,lue5piah1tshi3,loe5piah1chhi3,luepiahtshi,loepiahchhi,lpt,lpc
luê-piah-tsháu,犁壁草,16,lôe-piah-chháu,lue5piah1tshau2,loe5piah1chhau2,luepiahtshau,loepiahchhau,lpt,lpc
luê-piah-tîn,犁壁藤,16,lôe-piah-tîn,lue5piah1tin5,loe5piah1tin5,luepiahtin,loepiahtin,lpt,lpt
káu-bé-tsháu,狗尾草,16,káu-bé-chháu,kau2be2tshau2,kau2be2chhau2,kaubetshau,kaubechhau,kbt,kbc
káu-sái-kue,狗屎瓜,16,káu-sái-koe,kau2sai2kue1,kau2sai2koe1,kausaikue,kausaikoe,ksk,ksk
káu-lia̍p-bí,狗粒米,16,káu-lia̍p-bí,kau2liap8bi2,kau2liap8bi2,kauliapbi,kauliapbi,klb,klb
káu-kha-tuê,狗腳蹄,16,káu-kha-tôe,kau2kha1tue5,kau2kha1toe5,kaukhatue,kaukhatoe,kkt,kkt
káu-kut-á,狗骨仔,16,káu-kut-á,kau2kut1a2,kau2kut1a2,kaukuta,kaukuta,kka,kka
káu-kut-siau,狗骨消,16,káu-kut-siau,kau2kut1siau1,kau2kut1siau1,kaukutsiau,kaukutsiau,kks,kks
ti-bú-lin,猪母乳,16,ti-bú-lin,ti1bu2lin1,ti1bu2lin1,tibulin,tibulin,tbl,tbl
ti-bú-tsháu,猪母草,16,ti-bú-chháu,ti1bu2tshau2,ti1bu2chhau2,tibutshau,tibuchhau,tbt,tbc
ti-kha-lâm,猪脚楠,16,ti-kha-lâm,ti1kha1lam5,ti1kha1lam5,tikhalam,tikhalam,tkl,tkl
kâu-huann-hí,猴歡喜,16,kâu-hoaⁿ-hí,kau5huann1hi2,kau5hoann1hi2,kauhuannhi,kauhoannhi,khh,khh
ông-put-liû,王不留,16,ông-put-liû,ong5put1liu5,ong5put1liu5,ongputliu,ongputliu,opl,opl
tin-tiong-pit,珍中筆,16,tin-tiong-pit,tin1tiong1pit1,tin1tiong1pit1,tintiongpit,tintiongpit,ttp,ttp
tsu-á-tsháu,珠仔草,16,chu-á-chháu,tsu1a2tshau2,chu1a2chhau2,tsuatshau,chuachhau,tat,cac
pan-tsi-tshiū,班芝樹,16,pan-chi-chhiū,pan1tsi1tshiu7,pan1chi1chhiu7,pantsitshiu,panchichhiu,ptt,pcc
liû-kiû-tik,琉球竹,16,liû-kiû-tek,liu5kiu5tik1,liu5kiu5tek1,liukiutik,liukiutek,lkt,lkt
kue-tsi-tsháu,瓜子草,16,koe-chi-chháu,kue1tsi1tshau2,koe1chi1chhau2,kuetsitshau,koechichhau,ktt,kcc
ìng-tshài-hông,甕菜黃,16,èng-chhài-hông,ing3tshai3hong5,eng3chhai3hong5,ingtshaihong,engchhaihong,ith,ech
kam-a-bi̍t,甘仔蜜,16,kam-a-bi̍t,kam1a1bit8,kam1a1bit8,kamabit,kamabit,kab,kab
kam-á-bìt,甘仔蜜,16,kam-á-bìt,kam1a2bit3,kam1a2bit3,kamabit,kamabit,kab,kab
tinn-á-puânn,甜仔盤,16,tiⁿ-á-pôaⁿ,tinn1a2puann5,tinn1a2poann5,tinnapuann,tinnapoann,tap,tap
tshinn-to-tsháu,生刀草,16,chhiⁿ-to-chháu,tshinn1to1tshau2,chhinn1to1chhau2,tshinntotshau,chhinntochhau,ttt,ctc
tshinn-to-io̍h,生刀藥,16,chhiⁿ-to-io̍h,tshinn1to1ioh8,chhinn1to1ioh8,tshinntoioh,chhinntoioh,tti,cti
tshinn-ki-hiunn,生支香,16,chhiⁿ-ki-hiuⁿ,tshinn1ki1hiunn1,chhinn1ki1hiunn1,tshinnkihiunn,chhinnkihiunn,tkh,ckh
tshân-oo-tsháu,田烏草,16,chhân-o͘-chháu,tshan5oo1tshau2,chhan5oo1chhau2,tshanootshau,chhanoochhau,tot,coc
tshân-ōo-á,田芋仔,16,chhân-ō͘-á,tshan5oo7a2,chhan5oo7a2,tshanooa,chhanooa,toa,coa
tshân-pinn-tsháu,田邊草,16,chhân-piⁿ-chháu,tshan5pinn1tshau2,chhan5pinn1chhau2,tshanpinntshau,chhanpinnchhau,tpt,cpc
tshân-hiunn-tsháu,田香草,16,chhân-hiuⁿ-chháu,tshan5hiunn1tshau2,chhan5hiunn1chhau2,tshanhiunntshau,chhanhiunnchhau,tht,chc
ting-khiā-u,登竪杇,16,teng-khiā-u,ting1khia7u1,teng1khia7u1,tingkhiau,tengkhiau,tku,tku
ting-lông-tsháu,登郎草,16,teng-lông-chháu,ting1long5tshau2,teng1long5chhau2,tinglongtshau,tenglongchhau,tlt,tlc
pe̍h-kî-tshun,白其春,16,pe̍h-kî-chhun,peh8ki5tshun1,peh8ki5chhun1,pehkitshun,pehkichhun,pkt,pkc
pe̍h-pû-á,白匏仔,16,pe̍h-pû-á,peh8pu5a2,peh8pu5a2,pehpua,pehpua,ppa,ppa
pe̍h-kāu-phoh,白厚朴,16,pe̍h-kāu-phoh,peh8kau7phoh1,peh8kau7phoh1,pehkauphoh,pehkauphoh,pkp,pkp
pe̍h-poo-kiunn,白埔姜,16,pe̍h-po͘-kiuⁿ,peh8poo1kiunn1,peh8poo1kiunn1,pehpookiunn,pehpookiunn,ppk,ppk
pe̍h-khun-tsháu,白昆草,16,pe̍h-khun-chháu,peh8khun1tshau2,peh8khun1chhau2,pehkhuntshau,pehkhunchhau,pkt,pkc
pe̍h-tshîng-peh,白松柏,16,pe̍h-chhêng-peh,peh8tshing5peh1,peh8chheng5peh1,pehtshingpeh,pehchhengpeh,ptp,pcp
pe̍h-káu-tsan,白校櫕,16,pe̍h-káu-chan,peh8kau2tsan1,peh8kau2chan1,pehkautsan,pehkauchan,pkt,pkc
pe̍h-tshiū-á,白樹仔,16,pe̍h-chhiū-á,peh8tshiu7a2,peh8chhiu7a2,pehtshiua,pehchhiua,pta,pca
pe̍h-sia̍h-liû,白石榴,16,pe̍h-sia̍h-liû,peh8siah8liu5,peh8siah8liu5,pehsiahliu,pehsiahliu,psl,psl
pe̍h-tsí-soo,白紫蘇,16,pe̍h-chí-so͘,peh8tsi2soo1,peh8chi2soo1,pehtsisoo,pehchisoo,pts,pcs
pe̍h-bah-iū,白肉柚,16,pe̍h-bah-iū,peh8bah1iu7,peh8bah1iu7,pehbahiu,pehbahiu,pbi,pbi
pe̍h-bah-tshîng,白肉榕,16,pe̍h-bah-chhêng,peh8bah1tshing5,peh8bah1chheng5,pehbahtshing,pehbahchheng,pbt,pbc
pe̍h-bah-tāu,白肉豆,16,pe̍h-bah-tāu,peh8bah1tau7,peh8bah1tau7,pehbahtau,pehbahtau,pbt,pbt
pe̍h-hue-tsháu,白花草,16,pe̍h-hoe-chháu,peh8hue1tshau2,peh8hoe1chhau2,pehhuetshau,pehhoechhau,pht,phc
pe̍h-khóo-thiāu,白苦柱,16,pe̍h-khó͘-thiāu,peh8khoo2thiau7,peh8khoo2thiau7,pehkhoothiau,pehkhoothiau,pkt,pkt
pe̍h-kiok-hue,白菊花,16,pe̍h-kiok-hoe,peh8kiok1hue1,peh8kiok1hoe1,pehkiokhue,pehkiokhoe,pkh,pkh
pe̍h-pi-sián,白萆蘚,16,pe̍h-pi-sián,peh8pi1sian2,peh8pi1sian2,pehpisian,pehpisian,pps,pps
pe̍h-hio̍h-ē,白葉下,16,pe̍h-hio̍h-ē,peh8hioh8e7,peh8hioh8e7,pehhiohe,pehhiohe,phe,phe
pe̍h-hio̍h-á,白葉仔,16,pe̍h-hio̍h-á,peh8hioh8a2,peh8hioh8a2,pehhioha,pehhioha,pha,pha
pe̍h-hio̍h-iū,白葉柚,16,pe̍h-hio̍h-iū,peh8hioh8iu7,peh8hioh8iu7,pehhiohiu,pehhiohiu,phi,phi
pe̍h-tsi̍t-lê,白蒺藜,16,pe̍h-chi̍t-lê,peh8tsit8le5,peh8chit8le5,pehtsitle,pehchitle,ptl,pcl
peh-tsû-nn̂g,白薯榔,16,peh-chû-nn̂g,peh1tsu5nng5,peh1chu5nng5,pehtsunng,pehchunng,ptn,pcn
pe̍h-hiong-hù,白香附,16,pe̍h-hiong-hù,peh8hiong1hu3,peh8hiong1hu3,pehhionghu,pehhionghu,phh,phh
pe̍h-bé-sái,白馬屎,16,pe̍h-bé-sái,peh8be2sai2,peh8be2sai2,pehbesai,pehbesai,pbs,pbs
pe̍h-hōng-tshài,白鳳菜,16,pe̍h-hōng-chhài,peh8hong7tshai3,peh8hong7chhai3,pehhongtshai,pehhongchhai,pht,phc
